human_gene,Human Gene Systematic Name,worm_gene,worm_ID,sources,all_databases,Is Best Score,Is Best Reverse Score,n_databases,full_pathway,Pathway_Level,geneName,AC1,AC2,AC3,WB1,WB2,WB3,baseMean,log2 fold change,lfcSE,stat,pvalue,padj,Updated Gene Name,Chromosome/scaffold name,Gene start (bp),Gene end (bp),Transcript count
SURF1,HGNC:11474,sft-1,WBGene00004787,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,OXPHOS > OXPHOS assembly factors,OXPHOS > OXPHOS assembly factors,sft-1,9,2,2,39,142,26,32.08287799,-2.69450822,0.965711986,-2.790177878,0.005267909,0.043049372,sft-1,III,3086671,3091737,2
SYNJ2BP,HGNC:18955,mics-1,WBGene00011890,Alliance+OrthoList,Ensembl Compara|Legacy Ortholist|OrthoFinder,Yes,Yes,3,Mitochondrial dynamics and surveillance > Organelle contact sites,Mitochondrial dynamics and surveillance,mics-1,425,598,1456,220,413,232,558.3525033,1.92766448,0.690158968,2.793073146,0.005220988,0.042786454,mics-1,V,10576510,10578326,2
SYNJ2BP,HGNC:18955,mics-1,WBGene00011890,Alliance+OrthoList,Ensembl Compara|Legacy Ortholist|OrthoFinder,Yes,Yes,3,Mitochondrial dynamics and surveillance > Organelle contact sites,Mitochondrial dynamics and surveillance > Organelle contact sites,mics-1,425,598,1456,220,413,232,558.3525033,1.92766448,0.690158968,2.793073146,0.005220988,0.042786454,mics-1,V,10576510,10578326,2
TACO1,HGNC:24316,taco-1,WBGene00021757,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Mitochondrial central dogma > Translation > Translation factors,Mitochondrial central dogma,taco-1,22,1,138,108,151,86,90.29377421,1.208909289,1.401328632,0.862687925,0.388309073,0.608778771,taco-1,III,284117,289438,1
TACO1,HGNC:24316,taco-1,WBGene00021757,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Mitochondrial central dogma > Translation > Translation factors,Mitochondrial central dogma > Translation,taco-1,22,1,138,108,151,86,90.29377421,1.208909289,1.401328632,0.862687925,0.388309073,0.608778771,taco-1,III,284117,289438,1
TACO1,HGNC:24316,taco-1,WBGene00021757,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Mitochondrial central dogma > Translation > Translation factors,Mitochondrial central dogma > Translation > Translation factors,taco-1,22,1,138,108,151,86,90.29377421,1.208909289,1.401328632,0.862687925,0.388309073,0.608778771,taco-1,III,284117,289438,1
TACO1,HGNC:24316,taco-1,WBGene00021757,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,OXPHOS > Complex IV > CIV assembly factors,OXPHOS,taco-1,22,1,138,108,151,86,90.29377421,1.208909289,1.401328632,0.862687925,0.388309073,0.608778771,taco-1,III,284117,289438,1
TACO1,HGNC:24316,taco-1,WBGene00021757,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,OXPHOS > Complex IV > CIV assembly factors,OXPHOS > Complex IV,taco-1,22,1,138,108,151,86,90.29377421,1.208909289,1.401328632,0.862687925,0.388309073,0.608778771,taco-1,III,284117,289438,1
TACO1,HGNC:24316,taco-1,WBGene00021757,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,OXPHOS > Complex IV > CIV assembly factors,OXPHOS > Complex IV > CIV assembly factors,taco-1,22,1,138,108,151,86,90.29377421,1.208909289,1.401328632,0.862687925,0.388309073,0.608778771,taco-1,III,284117,289438,1
TACO1,HGNC:24316,taco-1,WBGene00021757,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,OXPHOS > OXPHOS assembly factors,OXPHOS,taco-1,22,1,138,108,151,86,90.29377421,1.208909289,1.401328632,0.862687925,0.388309073,0.608778771,taco-1,III,284117,289438,1
TACO1,HGNC:24316,taco-1,WBGene00021757,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,OXPHOS > OXPHOS assembly factors,OXPHOS > OXPHOS assembly factors,taco-1,22,1,138,108,151,86,90.29377421,1.208909289,1.401328632,0.862687925,0.388309073,0.608778771,taco-1,III,284117,289438,1
TAMM41,HGNC:25187,Y71F9B.2,WBGene00022126,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Metabolism > Lipid metabolism > Cardiolipin synthesis,Metabolism,Y71F9B.2,14,109,1,44,67,31,32.20178643,0.812120148,1.439533246,0.564155187,0.572648522,0.752522672,Y71F9B.2,I,2731562,2735371,2
TAMM41,HGNC:25187,Y71F9B.2,WBGene00022126,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Metabolism > Lipid metabolism > Cardiolipin synthesis,Metabolism > Lipid metabolism,Y71F9B.2,14,109,1,44,67,31,32.20178643,0.812120148,1.439533246,0.564155187,0.572648522,0.752522672,Y71F9B.2,I,2731562,2735371,2
TAMM41,HGNC:25187,Y71F9B.2,WBGene00022126,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Metabolism > Lipid metabolism > Cardiolipin synthesis,Metabolism > Lipid metabolism > Cardiolipin synthesis,Y71F9B.2,14,109,1,44,67,31,32.20178643,0.812120148,1.439533246,0.564155187,0.572648522,0.752522672,Y71F9B.2,I,2731562,2735371,2
TAMM41,HGNC:25187,Y71F9B.2,WBGene00022126,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Metabolism > Lipid metabolism > Phospholipid metabolism,Metabolism,Y71F9B.2,14,109,1,44,67,31,32.20178643,0.812120148,1.439533246,0.564155187,0.572648522,0.752522672,Y71F9B.2,I,2731562,2735371,2
TAMM41,HGNC:25187,Y71F9B.2,WBGene00022126,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Metabolism > Lipid metabolism > Phospholipid metabolism,Metabolism > Lipid metabolism,Y71F9B.2,14,109,1,44,67,31,32.20178643,0.812120148,1.439533246,0.564155187,0.572648522,0.752522672,Y71F9B.2,I,2731562,2735371,2
TAMM41,HGNC:25187,Y71F9B.2,WBGene00022126,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Metabolism > Lipid metabolism > Phospholipid metabolism,Metabolism > Lipid metabolism > Phospholipid metabolism,Y71F9B.2,14,109,1,44,67,31,32.20178643,0.812120148,1.439533246,0.564155187,0.572648522,0.752522672,Y71F9B.2,I,2731562,2735371,2
TARS2,HGNC:30740,tars-1,WBGene00006617,Alliance+OrthoList,Ensembl Compara|OrthoFinder|OrthoMCL|PANTHER|PhylomeDB,Yes,No,5,Mitochondrial central dogma > Translation > mt-tRNA synthetases,Mitochondrial central dogma,tars-1,1164,1313,1143,2921,3570,1553,1609.866613,-0.306616199,0.39565035,-0.774967591,0.43835881,0.649485095,tars-1,II,11691325,11695657,3
TARS2,HGNC:30740,tars-1,WBGene00006617,Alliance+OrthoList,Ensembl Compara|OrthoFinder|OrthoMCL|PANTHER|PhylomeDB,Yes,No,5,Mitochondrial central dogma > Translation > mt-tRNA synthetases,Mitochondrial central dogma > Translation,tars-1,1164,1313,1143,2921,3570,1553,1609.866613,-0.306616199,0.39565035,-0.774967591,0.43835881,0.649485095,tars-1,II,11691325,11695657,3
TARS2,HGNC:30740,tars-1,WBGene00006617,Alliance+OrthoList,Ensembl Compara|OrthoFinder|OrthoMCL|PANTHER|PhylomeDB,Yes,No,5,Mitochondrial central dogma > Translation > mt-tRNA synthetases,Mitochondrial central dogma > Translation > mt-tRNA synthetases,tars-1,1164,1313,1143,2921,3570,1553,1609.866613,-0.306616199,0.39565035,-0.774967591,0.43835881,0.649485095,tars-1,II,11691325,11695657,3
TAZ,NA,acl-3,WBGene00006491,OrthoList,Ensembl Compara|Homologene|InParanoid|OMA|OrthoInspector|OrthoMCL,NA,NA,6,Metabolism > Lipid metabolism > Cardiolipin synthesis,Metabolism,acl-3,12,189,0,69,168,73,98.35237902,1.063411579,1.229443357,0.864953698,0.387064203,0.607816009,acl-3,IV,11650715,11652023,1
TAZ,NA,acl-3,WBGene00006491,OrthoList,Ensembl Compara|Homologene|InParanoid|OMA|OrthoInspector|OrthoMCL,NA,NA,6,Metabolism > Lipid metabolism > Cardiolipin synthesis,Metabolism > Lipid metabolism,acl-3,12,189,0,69,168,73,98.35237902,1.063411579,1.229443357,0.864953698,0.387064203,0.607816009,acl-3,IV,11650715,11652023,1
TAZ,NA,acl-3,WBGene00006491,OrthoList,Ensembl Compara|Homologene|InParanoid|OMA|OrthoInspector|OrthoMCL,NA,NA,6,Metabolism > Lipid metabolism > Cardiolipin synthesis,Metabolism > Lipid metabolism > Cardiolipin synthesis,acl-3,12,189,0,69,168,73,98.35237902,1.063411579,1.229443357,0.864953698,0.387064203,0.607816009,acl-3,IV,11650715,11652023,1
TBRG4,HGNC:17443,fask-1,WBGene00007207,Alliance,Ensembl Compara|OrthoFinder|PANTHER,Yes,Yes,3,Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing,Mitochondrial central dogma,B0564.7,88,30,108,396,581,381,222.3725241,-2.261146483,0.679273759,-3.328770548,8.72E-04,0.01177839,fask-1,IV,13100715,13104627,2
TBRG4,HGNC:17443,fask-1,WBGene00007207,Alliance,Ensembl Compara|OrthoFinder|PANTHER,Yes,Yes,3,Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing,Mitochondrial central dogma > mtRNA metabolism,B0564.7,88,30,108,396,581,381,222.3725241,-2.261146483,0.679273759,-3.328770548,8.72E-04,0.01177839,fask-1,IV,13100715,13104627,2
TBRG4,HGNC:17443,fask-1,WBGene00007207,Alliance,Ensembl Compara|OrthoFinder|PANTHER,Yes,Yes,3,Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing,Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing,B0564.7,88,30,108,396,581,381,222.3725241,-2.261146483,0.679273759,-3.328770548,8.72E-04,0.01177839,fask-1,IV,13100715,13104627,2
TBRG4,HGNC:17443,fask-1,WBGene00007207,Alliance,Ensembl Compara|OrthoFinder|PANTHER,Yes,Yes,3,Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay,Mitochondrial central dogma,B0564.7,88,30,108,396,581,381,222.3725241,-2.261146483,0.679273759,-3.328770548,8.72E-04,0.01177839,fask-1,IV,13100715,13104627,2
TBRG4,HGNC:17443,fask-1,WBGene00007207,Alliance,Ensembl Compara|OrthoFinder|PANTHER,Yes,Yes,3,Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay,Mitochondrial central dogma > mtRNA metabolism,B0564.7,88,30,108,396,581,381,222.3725241,-2.261146483,0.679273759,-3.328770548,8.72E-04,0.01177839,fask-1,IV,13100715,13104627,2
TBRG4,HGNC:17443,fask-1,WBGene00007207,Alliance,Ensembl Compara|OrthoFinder|PANTHER,Yes,Yes,3,Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay,Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay,B0564.7,88,30,108,396,581,381,222.3725241,-2.261146483,0.679273759,-3.328770548,8.72E-04,0.01177839,fask-1,IV,13100715,13104627,2
TCAIM,HGNC:25241,C35B8.3,WBGene00016438,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Unknown,Unknown,C35B8.3,39,151,370,175,187,84,158.1691318,0.718280522,0.857203022,0.837935126,0.402067139,0.62003862,C35B8.3,X,9213923,9216875,3
TFAM,HGNC:11741,hmg-5,WBGene00001975,Alliance+OrthoList,InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,8,Mitochondrial central dogma > mtDNA maintenance > mtDNA replication,Mitochondrial central dogma,hmg-5,96,290,0,167,112,49,104.9982179,1.050461974,1.167882651,0.899458498,0.368408492,0.591466641,hmg-5,IV,7644895,7646219,1
TFAM,HGNC:11741,hmg-5,WBGene00001975,Alliance+OrthoList,InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,8,Mitochondrial central dogma > mtDNA maintenance > mtDNA replication,Mitochondrial central dogma > mtDNA maintenance,hmg-5,96,290,0,167,112,49,104.9982179,1.050461974,1.167882651,0.899458498,0.368408492,0.591466641,hmg-5,IV,7644895,7646219,1
TFAM,HGNC:11741,hmg-5,WBGene00001975,Alliance+OrthoList,InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,8,Mitochondrial central dogma > mtDNA maintenance > mtDNA replication,Mitochondrial central dogma > mtDNA maintenance > mtDNA replication,hmg-5,96,290,0,167,112,49,104.9982179,1.050461974,1.167882651,0.899458498,0.368408492,0.591466641,hmg-5,IV,7644895,7646219,1
TFAM,HGNC:11741,hmg-5,WBGene00001975,Alliance+OrthoList,InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,8,Mitochondrial central dogma > mtDNA maintenance > mtDNA nucleoid,Mitochondrial central dogma,hmg-5,96,290,0,167,112,49,104.9982179,1.050461974,1.167882651,0.899458498,0.368408492,0.591466641,hmg-5,IV,7644895,7646219,1
TFAM,HGNC:11741,hmg-5,WBGene00001975,Alliance+OrthoList,InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,8,Mitochondrial central dogma > mtDNA maintenance > mtDNA nucleoid,Mitochondrial central dogma > mtDNA maintenance,hmg-5,96,290,0,167,112,49,104.9982179,1.050461974,1.167882651,0.899458498,0.368408492,0.591466641,hmg-5,IV,7644895,7646219,1
TFAM,HGNC:11741,hmg-5,WBGene00001975,Alliance+OrthoList,InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,8,Mitochondrial central dogma > mtDNA maintenance > mtDNA nucleoid,Mitochondrial central dogma > mtDNA maintenance > mtDNA nucleoid,hmg-5,96,290,0,167,112,49,104.9982179,1.050461974,1.167882651,0.899458498,0.368408492,0.591466641,hmg-5,IV,7644895,7646219,1
TFAM,HGNC:11741,hmg-5,WBGene00001975,Alliance+OrthoList,InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,8,Mitochondrial central dogma > mtRNA metabolism > Transcription,Mitochondrial central dogma,hmg-5,96,290,0,167,112,49,104.9982179,1.050461974,1.167882651,0.899458498,0.368408492,0.591466641,hmg-5,IV,7644895,7646219,1
TFAM,HGNC:11741,hmg-5,WBGene00001975,Alliance+OrthoList,InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,8,Mitochondrial central dogma > mtRNA metabolism > Transcription,Mitochondrial central dogma > mtRNA metabolism,hmg-5,96,290,0,167,112,49,104.9982179,1.050461974,1.167882651,0.899458498,0.368408492,0.591466641,hmg-5,IV,7644895,7646219,1
TFAM,HGNC:11741,hmg-5,WBGene00001975,Alliance+OrthoList,InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,8,Mitochondrial central dogma > mtRNA metabolism > Transcription,Mitochondrial central dogma > mtRNA metabolism > Transcription,hmg-5,96,290,0,167,112,49,104.9982179,1.050461974,1.167882651,0.899458498,0.368408492,0.591466641,hmg-5,IV,7644895,7646219,1
TFB1M,NA,E02H1.1,WBGene00008455,OrthoList,OrthoMCL,NA,NA,1,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules,Mitochondrial central dogma,E02H1.1,51,104,10,212,317,153,93.01254119,-1.15908602,0.793737155,-1.460289484,0.144210531,0.361720995,E02H1.1,II,9589865,9591164,1
TFB1M,NA,E02H1.1,WBGene00008455,OrthoList,OrthoMCL,NA,NA,1,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules,Mitochondrial central dogma > mtRNA metabolism,E02H1.1,51,104,10,212,317,153,93.01254119,-1.15908602,0.793737155,-1.460289484,0.144210531,0.361720995,E02H1.1,II,9589865,9591164,1
TFB1M,NA,E02H1.1,WBGene00008455,OrthoList,OrthoMCL,NA,NA,1,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules,E02H1.1,51,104,10,212,317,153,93.01254119,-1.15908602,0.793737155,-1.460289484,0.144210531,0.361720995,E02H1.1,II,9589865,9591164,1
TFB1M,NA,E02H1.1,WBGene00008455,OrthoList,OrthoMCL,NA,NA,1,Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications,Mitochondrial central dogma,E02H1.1,51,104,10,212,317,153,93.01254119,-1.15908602,0.793737155,-1.460289484,0.144210531,0.361720995,E02H1.1,II,9589865,9591164,1
TFB1M,NA,E02H1.1,WBGene00008455,OrthoList,OrthoMCL,NA,NA,1,Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications,Mitochondrial central dogma > mtRNA metabolism,E02H1.1,51,104,10,212,317,153,93.01254119,-1.15908602,0.793737155,-1.460289484,0.144210531,0.361720995,E02H1.1,II,9589865,9591164,1
TFB1M,NA,E02H1.1,WBGene00008455,OrthoList,OrthoMCL,NA,NA,1,Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications,Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications,E02H1.1,51,104,10,212,317,153,93.01254119,-1.15908602,0.793737155,-1.460289484,0.144210531,0.361720995,E02H1.1,II,9589865,9591164,1
TFB1M,NA,E02H1.1,WBGene00008455,OrthoList,OrthoMCL,NA,NA,1,Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly,Mitochondrial central dogma,E02H1.1,51,104,10,212,317,153,93.01254119,-1.15908602,0.793737155,-1.460289484,0.144210531,0.361720995,E02H1.1,II,9589865,9591164,1
TFB1M,NA,E02H1.1,WBGene00008455,OrthoList,OrthoMCL,NA,NA,1,Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly,Mitochondrial central dogma > Translation,E02H1.1,51,104,10,212,317,153,93.01254119,-1.15908602,0.793737155,-1.460289484,0.144210531,0.361720995,E02H1.1,II,9589865,9591164,1
TFB1M,NA,E02H1.1,WBGene00008455,OrthoList,OrthoMCL,NA,NA,1,Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly,Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly,E02H1.1,51,104,10,212,317,153,93.01254119,-1.15908602,0.793737155,-1.460289484,0.144210531,0.361720995,E02H1.1,II,9589865,9591164,1
TFB1M,HGNC:17037,tfbm-1,WBGene00020189,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules,Mitochondrial central dogma,tfbm-1,0,28,306,93,145,26,83.33553135,1.105655983,1.357683148,0.814369675,0.415433206,0.630598906,tfbm-1,I,3854161,3859292,1
TFB1M,HGNC:17037,tfbm-1,WBGene00020189,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules,Mitochondrial central dogma > mtRNA metabolism,tfbm-1,0,28,306,93,145,26,83.33553135,1.105655983,1.357683148,0.814369675,0.415433206,0.630598906,tfbm-1,I,3854161,3859292,1
TFB1M,HGNC:17037,tfbm-1,WBGene00020189,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules,tfbm-1,0,28,306,93,145,26,83.33553135,1.105655983,1.357683148,0.814369675,0.415433206,0.630598906,tfbm-1,I,3854161,3859292,1
TFB1M,HGNC:17037,tfbm-1,WBGene00020189,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications,Mitochondrial central dogma,tfbm-1,0,28,306,93,145,26,83.33553135,1.105655983,1.357683148,0.814369675,0.415433206,0.630598906,tfbm-1,I,3854161,3859292,1
TFB1M,HGNC:17037,tfbm-1,WBGene00020189,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications,Mitochondrial central dogma > mtRNA metabolism,tfbm-1,0,28,306,93,145,26,83.33553135,1.105655983,1.357683148,0.814369675,0.415433206,0.630598906,tfbm-1,I,3854161,3859292,1
TFB1M,HGNC:17037,tfbm-1,WBGene00020189,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications,Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications,tfbm-1,0,28,306,93,145,26,83.33553135,1.105655983,1.357683148,0.814369675,0.415433206,0.630598906,tfbm-1,I,3854161,3859292,1
TFB1M,HGNC:17037,tfbm-1,WBGene00020189,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly,Mitochondrial central dogma,tfbm-1,0,28,306,93,145,26,83.33553135,1.105655983,1.357683148,0.814369675,0.415433206,0.630598906,tfbm-1,I,3854161,3859292,1
TFB1M,HGNC:17037,tfbm-1,WBGene00020189,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly,Mitochondrial central dogma > Translation,tfbm-1,0,28,306,93,145,26,83.33553135,1.105655983,1.357683148,0.814369675,0.415433206,0.630598906,tfbm-1,I,3854161,3859292,1
TFB1M,HGNC:17037,tfbm-1,WBGene00020189,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly,Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly,tfbm-1,0,28,306,93,145,26,83.33553135,1.105655983,1.357683148,0.814369675,0.415433206,0.630598906,tfbm-1,I,3854161,3859292,1
TIMM10,HGNC:11814,tin-10,WBGene00006573,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,"Protein import, sorting and homeostasis > Protein homeostasis > Chaperones","Protein import, sorting and homeostasis",tin-10,1,3,37,20,33,9,12.07890424,0.379225989,1.486141306,0.25517492,0.798588001,0.893373565,tin-10,III,11500867,11502853,3
TIMM10,HGNC:11814,tin-10,WBGene00006573,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,"Protein import, sorting and homeostasis > Protein homeostasis > Chaperones","Protein import, sorting and homeostasis > Protein homeostasis",tin-10,1,3,37,20,33,9,12.07890424,0.379225989,1.486141306,0.25517492,0.798588001,0.893373565,tin-10,III,11500867,11502853,3
TIMM10,HGNC:11814,tin-10,WBGene00006573,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,"Protein import, sorting and homeostasis > Protein homeostasis > Chaperones","Protein import, sorting and homeostasis > Protein homeostasis > Chaperones",tin-10,1,3,37,20,33,9,12.07890424,0.379225989,1.486141306,0.25517492,0.798588001,0.893373565,tin-10,III,11500867,11502853,3
TIMM10,HGNC:11814,tin-10,WBGene00006573,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,"Protein import, sorting and homeostasis > Protein import and sorting","Protein import, sorting and homeostasis",tin-10,1,3,37,20,33,9,12.07890424,0.379225989,1.486141306,0.25517492,0.798588001,0.893373565,tin-10,III,11500867,11502853,3
TIMM10,HGNC:11814,tin-10,WBGene00006573,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,"Protein import, sorting and homeostasis > Protein import and sorting","Protein import, sorting and homeostasis > Protein import and sorting",tin-10,1,3,37,20,33,9,12.07890424,0.379225989,1.486141306,0.25517492,0.798588001,0.893373565,tin-10,III,11500867,11502853,3
